url	first_seen	portal	title	company	status	location
https://boards.greenhouse.io/andurilindustries/jobs/5158245007?gh_jid=5158245007	2026-09-05	greenhouse-api	Mission Software Infrastructure Engineer, Active Clearance	Anduril	added	Costa Mesa, California, United States; Seattle, Washington, United States; Washington, District of Columbia, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5117576007?gh_jid=5117576007	2026-09-05	greenhouse-api	Multi-Domain Mission Capabilities Lead, Multinational Digital Infrastructure	Anduril	added	Boston, Massachusetts, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5058466007?gh_jid=5058466007	2026-09-05	greenhouse-api	Multi-Domain Mission Capabilities Lead, Multinational Digital Infrastructure	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5050511007?gh_jid=5050511007	2026-09-05	greenhouse-api	Multinational Digital Infrastructure - Full Stack SW Eng. (US)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/4980618007?gh_jid=4980618007	2026-09-05	greenhouse-api	Packaging Engineer, Electromechanical Hardware	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5176775007?gh_jid=5176775007	2026-09-05	greenhouse-api	Platform Engineer / DevOps Engineer / Infrastructure Engineer / Site Reliability Engineer	Anduril	added	Sydney, New South Wales, Australia	
https://boards.greenhouse.io/andurilindustries/jobs/5226855007?gh_jid=5226855007	2026-09-05	greenhouse-api	PLM Engineer - DBA/Infrastructure	Anduril	added	Remote · Costa Mesa, CA (OC-00)	
https://boards.greenhouse.io/andurilindustries/jobs/5225307007?gh_jid=5225307007	2026-09-05	greenhouse-api	Power Systems Architect, Expeditionary AI/HPC Data Center Infrastructure	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5038267007?gh_jid=5038267007	2026-09-05	greenhouse-api	Principal Digital Hardware Engineer (PCBs/FPGAs/HDL)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5196254007?gh_jid=5196254007	2026-09-05	greenhouse-api	Principal Global Sourcing Manager, Battery Pack (High Voltage Systems)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5228214007?gh_jid=5228214007	2026-09-05	greenhouse-api	Procurement Specialist	Anduril	added	Sydney, New South Wales, Australia	
https://boards.greenhouse.io/andurilindustries/jobs/5227989007?gh_jid=5227989007	2026-09-05	greenhouse-api	Senior AI Infrastructure Engineer, Physical Infrastructure	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5201685007?gh_jid=5201685007	2026-09-05	greenhouse-api	Senior Air Vehicle Systems Engineer, Hardware Verification, Integration & Validation	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/4802286007?gh_jid=4802286007	2026-09-05	greenhouse-api	Senior Buyer, Commercial Hardware Procurement	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5091499007?gh_jid=5091499007	2026-09-05	greenhouse-api	Senior Category Manager, Radar/Long Range	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/4824143007?gh_jid=4824143007	2026-09-05	greenhouse-api	Senior Category Manager, Sensors/Mission Systems	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5174687007?gh_jid=5174687007	2026-09-05	greenhouse-api	Senior Cloud Infrastructure Engineer	Anduril	added	Washington, District of Columbia, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5205967007?gh_jid=5205967007	2026-09-05	greenhouse-api	Senior Director of Supply Chain	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5036023007?gh_jid=5036023007	2026-09-05	greenhouse-api	Senior Federal Materials Manager, Aerospace & Defense	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/4824501007?gh_jid=4824501007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Aircraft Composites	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5130692007?gh_jid=5130692007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Composites	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5195344007?gh_jid=5195344007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Composites (Raw Materials)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5162313007?gh_jid=5162313007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Connectors	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5120814007?gh_jid=5120814007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Critical Minerals & Mining (Rare Earth Magnets)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5175262007?gh_jid=5175262007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Electrical	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5197277007?gh_jid=5197277007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Electromechanical (Actuators/Motors)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5194206007?gh_jid=5194206007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Energetics/Munitions	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5138188007?gh_jid=5138188007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Indirect	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5034785007?gh_jid=5034785007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Indirect (Professional Services)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5195233007?gh_jid=5195233007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, PCB/PCBA	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5210072007?gh_jid=5210072007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Plastics	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/4915513007?gh_jid=4915513007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Radar/Long Range	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5140942007?gh_jid=5140942007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Semiconductor (Chips)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5138191007?gh_jid=5138191007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Semiconductor Components	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/4824175007?gh_jid=4824175007	2026-09-05	greenhouse-api	Senior Global Sourcing Manager, Sensors/Optics	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5182279007?gh_jid=5182279007	2026-09-05	greenhouse-api	Senior Hardware Reliability Engineer	Anduril	added	Waltham, Massachusetts, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5200932007?gh_jid=5200932007	2026-09-05	greenhouse-api	Senior Hardware Test Engineer, Cyber	Anduril	added	Washington, District of Columbia, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5227992007?gh_jid=5227992007	2026-09-05	greenhouse-api	Senior Infrastructure Reliability Engineer	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5231644007?gh_jid=5231644007	2026-09-05	greenhouse-api	Senior Leadership Recruiter, Hardware	Anduril	added	Washington, District of Columbia, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5100348007?gh_jid=5100348007	2026-09-05	greenhouse-api	Senior Manager - Advanced Hardware Compute	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5211087007?gh_jid=5211087007	2026-09-05	greenhouse-api	Senior Manager, Global Supply Chain Integration (India)	Anduril	added	Remote · Remote	
https://boards.greenhouse.io/andurilindustries/jobs/4918368007?gh_jid=4918368007	2026-09-05	greenhouse-api	Senior Materials Manager, Warehouse (Technical Hardware)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5176778007?gh_jid=5176778007	2026-09-05	greenhouse-api	Senior Platform Engineer / Senior DevOps Engineer / Senior Infrastructure Engineer / Senior Site Reliability Engineer	Anduril	added	Sydney, New South Wales, Australia	
https://boards.greenhouse.io/andurilindustries/jobs/5174539007?gh_jid=5174539007	2026-09-05	greenhouse-api	Senior Procurement Engineer	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5029731007?gh_jid=5029731007	2026-09-05	greenhouse-api	Senior Procurement Engineer, Intelligence Systems & Space (Active Clearance)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5179198007?gh_jid=5179198007	2026-09-05	greenhouse-api	Senior Procurement Engineer, Supply Chain	Anduril	added	Morrisville, North Carolina, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5208756007?gh_jid=5208756007	2026-09-05	greenhouse-api	Senior Product Manager, Ground Control Station (Hardware + Software Platform)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5192396007?gh_jid=5192396007	2026-09-05	greenhouse-api	Senior Product Manager, Tactical Command and Control Hardware	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5228223007?gh_jid=5228223007	2026-09-05	greenhouse-api	Senior Strategic Sourcing Manager, PCB/PCBA	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5231528007?gh_jid=5231528007	2026-09-05	greenhouse-api	Senior Supply Chain Manager, Procurement & Planning	Anduril	added	Waltham, Massachusetts, United States	
https://boards.greenhouse.io/andurilindustries/jobs/4925059007?gh_jid=4925059007	2026-09-05	greenhouse-api	Senior Technical Program Manager, Hardware Robotics, Air Dominance & Strike	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5159972007?gh_jid=5159972007	2026-09-05	greenhouse-api	Senior Technical Recruiter, Hardware	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5227855007?gh_jid=5227855007	2026-09-05	greenhouse-api	Senior Technical Sourcer, Hardware	Anduril	added	Seattle, Washington, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5219419007?gh_jid=5219419007	2026-09-05	greenhouse-api	Senior Thermal Engineer, Expeditionary AI / HPC Data Centers	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/4918690007?gh_jid=4918690007	2026-09-05	greenhouse-api	Senior Warehouse Manager, Aerospace & Defense Hardware	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5212860007?gh_jid=5212860007	2026-09-05	greenhouse-api	Staff AI Infrastructure Engineer	Anduril	added	Costa Mesa, California, United States; Seattle, Washington, United States; Washington, District of Columbia, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5180899007?gh_jid=5180899007	2026-09-05	greenhouse-api	Staff Digital Hardware Engineer	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5195162007?gh_jid=5195162007	2026-09-05	greenhouse-api	Staff Global Sourcing Manager, Battery Pack (High Voltage Systems)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5182630007?gh_jid=5182630007	2026-09-05	greenhouse-api	Staff Global Sourcing Manager, Critical Minerals & Mining (Rare Earth Magnets)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5225294007?gh_jid=5225294007	2026-09-05	greenhouse-api	Staff Global Sourcing Manager, Energetics/Munitions	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5176339007?gh_jid=5176339007	2026-09-05	greenhouse-api	Staff Global Sourcing Manager, Optics	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/4695037007?gh_jid=4695037007	2026-09-05	greenhouse-api	Staff Technical Program Manager, Hardware Robotics, Air Dominance & Strike	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5138077007?gh_jid=5138077007	2026-09-05	greenhouse-api	Technical Recruiter, Hardware	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5202200007?gh_jid=5202200007	2026-09-05	greenhouse-api	Technical Recruiter, Supply Chain Procurement (Contract)	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5193006007?gh_jid=5193006007	2026-09-05	greenhouse-api	Technical Sourcer, Hardware	Anduril	added	Costa Mesa, California, United States	
https://boards.greenhouse.io/andurilindustries/jobs/5039865007?gh_jid=5039865007	2026-09-05	greenhouse-api	Technical Writer, Defense Hardware & Systems	Anduril	added	Costa Mesa, California, United States	
https://jobs.ashbyhq.com/zip/e09bee20-1889-434e-8e62-92412994f591	2026-09-05	ashby-api	Enterprise Account Executive	Zip	added	Remote - Dallas · Remote - Houston · Houston · United States	
